step,loss,spectral_loss,spacing_loss,smoothness_loss,prime_loss
46,0.6999883651733398,0.07557607442140579,1.2488224506378174,0.00010579368972685188,0.0
47,0.6999093294143677,0.0755750834941864,1.2486662864685059,0.00010911419667536393,0.0
48,0.6998414397239685,0.07557398080825806,1.2485326528549194,0.00011253020784351975,0.0
49,0.6997979879379272,0.07557205110788345,1.2484495639801025,0.00011604012252064422,0.0
50,0.6996978521347046,0.07557240128517151,1.2482484579086304,0.00011964240547968075,0.0
51,0.6996280550956726,0.0755721777677536,1.248109221458435,0.00012333583435975015,0.0
52,0.699571430683136,0.075571209192276,1.2479978799819946,0.00012711917224805802,0.0
53,0.699515163898468,0.07557082921266556,1.247886061668396,0.00013099145144224167,0.0
54,0.6994233131408691,0.07557034492492676,1.247703194618225,0.0001349514932371676,0.0
55,0.6993557214736938,0.07556916028261185,1.2475703954696655,0.00013877969468012452,0.0
56,0.6993107199668884,0.07556746900081635,1.2474836111068726,0.0001427059614798054,0.0
57,0.6992208957672119,0.07556646317243576,1.2473058700561523,0.00014650386583525687,0.0
58,0.6991729736328125,0.07556632906198502,1.2472102642059326,0.00015018414705991745,0.0
59,0.6991134881973267,0.07556543499231339,1.2470929622650146,0.0001537580246804282,0.0
60,0.6990571022033691,0.07556508481502533,1.246980905532837,0.00015723738761153072,0.0
61,0.6989606022834778,0.07556411623954773,1.2467896938323975,0.00016063390648923814,0.0
62,0.6988971829414368,0.0755637064576149,1.2466635704040527,0.00016395912098232657,0.0
63,0.6988523006439209,0.0755624771118164,1.2465763092041016,0.0001672244252404198,0.0
64,0.6987605690956116,0.07556220889091492,1.2463933229446411,0.00017044073319993913,0.0
65,0.6987045407295227,0.07556081563234329,1.246284008026123,0.00017361731443088502,0.0
66,0.6986642479896545,0.07555830478668213,1.2462083101272583,0.00017676404968369752,0.0
67,0.6985794305801392,0.07555826008319855,1.246038794517517,0.00017988849140238017,0.0
68,0.6985074281692505,0.07555712759494781,1.2458969354629517,0.00018299880321137607,0.0
69,0.6984245181083679,0.0755576491355896,1.2457300424575806,0.0001861014316091314,0.0
70,0.6983814239501953,0.07555636763572693,1.2456462383270264,0.00018942338647320867,0.0
71,0.6983100771903992,0.07555478811264038,1.245506763458252,0.0001929428253788501,0.0
72,0.6982472538948059,0.07555440068244934,1.2453817129135132,0.00019643091945908964,0.0
73,0.6981987357139587,0.07555315643548965,1.2452870607376099,0.00020010409934911877,0.0
74,0.6981192827224731,0.07555265724658966,1.2451292276382446,0.00020394689636304975,0.0
75,0.6980829834938049,0.0755511075258255,1.245059609413147,0.00020794490410480648,0.0
76,0.697953462600708,0.07554995268583298,1.244802713394165,0.00021208639373071492,0.0
77,0.697883665561676,0.07555019110441208,1.2446626424789429,0.00021636120800394565,0.0
78,0.6977993249893188,0.07554881274700165,1.2444965839385986,0.0002207615616498515,0.0
79,0.697715163230896,0.07554729282855988,1.2443312406539917,0.000225280033191666,0.0
80,0.6977295875549316,0.07554706186056137,1.2443604469299316,0.00022991107834968716,0.0
81,0.6975685954093933,0.07554551213979721,1.2440415620803833,0.00023464813421014696,0.0
82,0.6975753307342529,0.07554605603218079,1.2440537214279175,0.0002394877083133906,0.0
83,0.6974241733551025,0.07554514706134796,1.24375319480896,0.0002444242127239704,0.0
84,0.6973886489868164,0.07554294914007187,1.2436864376068115,0.0002492699131835252,0.0
85,0.6972208619117737,0.07554259151220322,1.2433514595031738,0.0002540301065891981,0.0
86,0.697112500667572,0.07554197311401367,1.243135929107666,0.00025891399127431214,0.0
87,0.6971111297607422,0.07553952932357788,1.2431379556655884,0.0002639142912812531,0.0
88,0.6970165371894836,0.07553984969854355,1.242948055267334,0.00026883184909820557,0.0
89,0.6969748139381409,0.07553772628307343,1.2428686618804932,0.00027367263101041317,0.0
90,0.6968991160392761,0.07553771138191223,1.2427171468734741,0.00027844496071338654,0.0
91,0.6968600153923035,0.0755363181233406,1.2426416873931885,0.00028315765666775405,0.0
92,0.6967231035232544,0.07553490996360779,1.2423707246780396,0.0002880307147279382,0.0
93,0.6966753005981445,0.07553484290838242,1.2422751188278198,0.00029284291667863727,0.0
94,0.6965674757957458,0.07553465664386749,1.2420597076416016,0.000297601887723431,0.0
95,0.6965250372886658,0.07553324848413467,1.2419774532318115,0.0003025319892913103,0.0
96,0.6964097023010254,0.07553119957447052,1.2417508363723755,0.00030761893140152097,0.0
97,0.6963408589363098,0.07553119957447052,1.2416131496429443,0.00031284999568015337,0.0
98,0.696266233921051,0.07553025335073471,1.24146568775177,0.00031821432639844716,0.0
99,0.6962330341339111,0.07552845031023026,1.2414027452468872,0.000323702726745978,0.0
100,0.6961774230003357,0.07552750408649445,1.2412933111190796,0.00032930748420767486,0.0
101,0.6960824728012085,0.07552629709243774,1.2411056756973267,0.00033502187579870224,0.0
102,0.6960235238075256,0.07552624493837357,1.240987777709961,0.0003408401971682906,0.0
103,0.695929229259491,0.0755254402756691,1.2408006191253662,0.0003467573260422796,0.0
104,0.6958869695663452,0.07552438229322433,1.240718126296997,0.0003527701774146408,0.0
105,0.6957840919494629,0.07552392035722733,1.2405132055282593,0.0003586836683098227,0.0
106,0.695753812789917,0.07552240788936615,1.2404555082321167,0.00036450367770157754,0.0
107,0.6956570148468018,0.07552233338356018,1.2402620315551758,0.00037023972254246473,0.0
108,0.6955503821372986,0.07552000880241394,1.2400531768798828,0.00037589826388284564,0.0
109,0.6954782009124756,0.07551991939544678,1.2399089336395264,0.00038170444895513356,0.0
110,0.6954169273376465,0.07551918923854828,1.2397876977920532,0.0003876467526424676,0.0
111,0.6953811645507812,0.07551775127649307,1.2397189140319824,0.0003937161236535758,0.0
112,0.6952571272850037,0.07551755011081696,1.239471197128296,0.0003999039181508124,0.0
113,0.6952081322669983,0.0755159929394722,1.239376187324524,0.0004059987550135702,0.0
114,0.6951930522918701,0.07551567256450653,1.2393465042114258,0.00041200846317224205,0.0
115,0.6950674057006836,0.07551369071006775,1.239099144935608,0.0004179415700491518,0.0
116,0.6950063705444336,0.0755130723118782,1.2389781475067139,0.00042380683589726686,0.0
117,0.6949294209480286,0.0755125880241394,1.2388250827789307,0.00042984000174328685,0.0
118,0.6948153972625732,0.07551147788763046,1.238599181175232,0.00043602625373750925,0.0
119,0.6947883367538452,0.07551131397485733,1.2385451793670654,0.0004421365447342396,0.0
120,0.6946848630905151,0.0755084827542305,1.2383438348770142,0.00044840219197794795,0.0
121,0.6946473717689514,0.07550747692584991,1.2382707595825195,0.0004545921692624688,0.0
122,0.6945982575416565,0.07550691813230515,1.238173484802246,0.0004607151204254478,0.0
123,0.6944978833198547,0.07550559192895889,1.2379752397537231,0.00046700783423148096,0.0
124,0.6944491267204285,0.07550658285617828,1.2378756999969482,0.0004734558460768312,0.0
125,0.6943551301956177,0.07550380378961563,1.237692952156067,0.0004800464666914195,0.0
126,0.6942752599716187,0.07550408691167831,1.237532615661621,0.0004865549854002893,0.0
127,0.6942180395126343,0.0755024328827858,1.2374212741851807,0.0004929895512759686,0.0
128,0.6941549777984619,0.07550082355737686,1.2372982501983643,0.0004993590991944075,0.0
129,0.6940620541572571,0.07550009340047836,1.2371138334274292,0.0005056727095507085,0.0
130,0.694036066532135,0.07549937069416046,1.2370631694793701,0.0005119373672641814,0.0
131,0.6939477324485779,0.07549960911273956,1.236885905265808,0.0005183997564017773,0.0
132,0.6938530206680298,0.07549826055765152,1.2366989850997925,0.000525041192304343,0.0
133,0.6937469244003296,0.07549626380205154,1.2364907264709473,0.0005318467738106847,0.0
134,0.693726658821106,0.0754956305027008,1.236451268196106,0.0005388022400438786,0.0
135,0.6935921907424927,0.07549581676721573,1.2361817359924316,0.0005456795915961266,0.0
136,0.6935631036758423,0.07549385726451874,1.2361273765563965,0.0005524886655621231,0.0
137,0.6934889554977417,0.07549187541007996,1.235982894897461,0.0005592370871454477,0.0
138,0.6934269070625305,0.07549212127923965,1.2358582019805908,0.0005661649047397077,0.0
139,0.6933479309082031,0.0754907876253128,1.2357028722763062,0.0005732548888772726,0.0
140,0.6933106184005737,0.0754900798201561,1.2356295585632324,0.0005804930115118623,0.0
141,0.6932368874549866,0.07548963278532028,1.2354826927185059,0.0005878661759197712,0.0
142,0.6931673288345337,0.07548938691616058,1.2353439331054688,0.0005951551138423383,0.0
143,0.6930645704269409,0.0754871815443039,1.235142707824707,0.0006025855545885861,0.0
144,0.6929688453674316,0.0754866674542427,1.2349522113800049,0.0006101465551182628,0.0
145,0.692895770072937,0.07548484951257706,1.234809398651123,0.0006178284529596567,0.0
146,0.6928244233131409,0.07548429816961288,1.2346677780151367,0.0006254179170355201,0.0
147,0.6927813291549683,0.0754828080534935,1.2345844507217407,0.0006329221068881452,0.0
148,0.692701518535614,0.07548177987337112,1.234426736831665,0.0006405695457942784,0.0
149,0.69261234998703,0.07548196613788605,1.2342478036880493,0.0006483486504293978,0.0
150,0.6925467252731323,0.07548076659440994,1.2341188192367554,0.0006560385227203369,0.0
151,0.6925159692764282,0.07547987252473831,1.2340589761734009,0.0006636475445702672,0.0
152,0.6924223899841309,0.07547859847545624,1.2338740825653076,0.0006714084884151816,0.0
153,0.6923585534095764,0.0754769966006279,1.233749508857727,0.0006790892221033573,0.0
154,0.6922786831855774,0.07547580450773239,1.2335920333862305,0.0006866983021609485,0.0
155,0.6921985745429993,0.07547396421432495,1.2334353923797607,0.0006942442851141095,0.0
156,0.6921526789665222,0.07547388225793839,1.233343482017517,0.0007019729819148779,0.0
157,0.6920568943023682,0.0754726380109787,1.233154296875,0.0007098674541339278,0.0
158,0.6919950246810913,0.07547198235988617,1.2330317497253418,0.0007176889921538532,0.0
159,0.6919150352478027,0.07547120749950409,1.2328730821609497,0.0007254462107084692,0.0
160,0.6918487548828125,0.07547032833099365,1.232742190361023,0.0007331473170779645,0.0
161,0.6917983889579773,0.07546938210725784,1.2326432466506958,0.0007408012170344591,0.0
162,0.6917440891265869,0.07546797394752502,1.2325371503829956,0.0007486593094654381,0.0
163,0.6916933655738831,0.07546662539243698,1.232438325881958,0.0007567021530121565,0.0
164,0.6916089653968811,0.07546498626470566,1.232272744178772,0.000764912401791662,0.0
165,0.6915497183799744,0.075465127825737,1.2321536540985107,0.0007732742233201861,0.0
166,0.6914666891098022,0.07546329498291016,1.231991171836853,0.0007817751611582935,0.0
167,0.6914014220237732,0.07546352595090866,1.2318599224090576,0.0007904040976427495,0.0
168,0.6913065314292908,0.07546116411685944,1.2316747903823853,0.0007991515449248254,0.0
169,0.6912450790405273,0.07546065002679825,1.2315526008605957,0.0008080086554400623,0.0
170,0.6911561489105225,0.07545924931764603,1.2313774824142456,0.0008169692591764033,0.0
171,0.6910999417304993,0.07545913755893707,1.2312650680541992,0.0008260264294221997,0.0
172,0.6910353302955627,0.0754573792219162,1.2311391830444336,0.0008351746946573257,0.0
173,0.6909741163253784,0.07545678317546844,1.2310177087783813,0.0008444097475148737,0.0
174,0.690878689289093,0.07545678317546844,1.230826735496521,0.0008537272806279361,0.0
175,0.6908182501792908,0.07545439898967743,1.2307103872299194,0.0008631231030449271,0.0
176,0.690727949142456,0.07545306533575058,1.2305324077606201,0.0008725939551368356,0.0
177,0.6906790733337402,0.07545246183872223,1.2304356098175049,0.0008819454815238714,0.0
178,0.6905826926231384,0.07545129209756851,1.2302448749542236,0.000891183502972126,0.0
179,0.6905398964881897,0.07545026391744614,1.2301613092422485,0.0009003145387396216,0.0
180,0.690466046333313,0.07544860988855362,1.2300165891647339,0.0009093464468605816,0.0
181,0.6904070973396301,0.07544837892055511,1.2298990488052368,0.0009182885405607522,0.0
182,0.6903096437454224,0.07544651627540588,1.2297077178955078,0.0009271508315578103,0.0
183,0.6902440190315247,0.07544609904289246,1.2295770645141602,0.0009359432151541114,0.0
184,0.6901801824569702,0.07544649392366409,1.2294485569000244,0.0009446756448596716,0.0
185,0.6900796890258789,0.07544377446174622,1.229252815246582,0.000953356793615967,0.0
186,0.6900098919868469,0.07544273138046265,1.2291151285171509,0.0009619951015338302,0.0
187,0.6899322271347046,0.07544084638357162,1.2289633750915527,0.0009705981356091797,0.0
188,0.6898802518844604,0.0754414051771164,1.2288581132888794,0.000979175209067762,0.0
189,0.6897909641265869,0.07544037699699402,1.2286813259124756,0.0009877331322059035,0.0
190,0.6897435784339905,0.07543785870075226,1.2285915613174438,0.0009962798794731498,0.0
191,0.6896520853042603,0.07543707638978958,1.2284098863601685,0.001005088910460472,0.0
192,0.6895913481712341,0.07543636113405228,1.2282897233963013,0.0010141304228454828,0.0
193,0.6895300149917603,0.07543511688709259,1.228169322013855,0.001023379503749311,0.0
194,0.6894652247428894,0.07543396204710007,1.2280418872833252,0.0010328146163374186,0.0
195,0.6893866658210754,0.07543247938156128,1.227887511253357,0.0010424174834042788,0.0
196,0.6892924904823303,0.07543179392814636,1.2277002334594727,0.0010521732037886977,0.0
197,0.6892408132553101,0.07543066889047623,1.227599024772644,0.0010618491796776652,0.0
198,0.6891846060752869,0.07543063163757324,1.227486491203308,0.0010716801043599844,0.0
199,0.6891133189201355,0.07542881369590759,1.227347493171692,0.0010816530557349324,0.0
200,0.6890416741371155,0.07542826980352402,1.2272050380706787,0.0010915407910943031,0.0
201,0.6889582872390747,0.07542672008275986,1.2270411252975464,0.0011013506446033716,0.0
202,0.6888929605484009,0.07542520761489868,1.226913332939148,0.001111091347411275,0.0
203,0.6888009905815125,0.07542454451322556,1.226730465888977,0.0011207718634977937,0.0
204,0.6887325644493103,0.07542331516742706,1.2265958786010742,0.001130400807596743,0.0
205,0.6886685490608215,0.07542241364717484,1.2264695167541504,0.001139986445195973,0.0
206,0.688579797744751,0.07542199641466141,1.226292610168457,0.001149785821326077,0.0
207,0.6885136961936951,0.07541999965906143,1.2261641025543213,0.0011597768170759082,0.0
208,0.6884626150131226,0.0754195973277092,1.2260626554489136,0.001169940223917365,0.0
209,0.6884044408798218,0.07541738450527191,1.2259504795074463,0.0011800338979810476,0.0
210,0.688318133354187,0.07541704922914505,1.225778341293335,0.0011902982369065285,0.0
211,0.6882411241531372,0.07541663944721222,1.2256250381469727,0.001200492144562304,0.0
212,0.6881786584854126,0.07541495561599731,1.2255032062530518,0.0012108550872653723,0.0
213,0.6881256699562073,0.07541356980800629,1.2253997325897217,0.0012211465509608388,0.0
214,0.6880504488945007,0.075412817299366,1.2252506017684937,0.0012313748011365533,0.0
215,0.6879442930221558,0.07541125267744064,1.2250412702560425,0.0012415488017722964,0.0
216,0.687903881072998,0.07541122287511826,1.2249603271484375,0.0012516765855252743,0.0
217,0.6878190040588379,0.0754099190235138,1.2247928380966187,0.0012617668835446239,0.0
218,0.6877620220184326,0.07540744543075562,1.2246837615966797,0.001271827146410942,0.0
219,0.687670886516571,0.07540654391050339,1.2245030403137207,0.0012821166310459375,0.0
220,0.6875855326652527,0.07540523260831833,1.224334716796875,0.001292609958909452,0.0
221,0.6875369548797607,0.07540471851825714,1.224238395690918,0.0013032857095822692,0.0
222,0.6874330639839172,0.07540390640497208,1.2240320444107056,0.0013141254894435406,0.0
223,0.6873626708984375,0.07540254294872284,1.2238937616348267,0.0013251143973320723,0.0
224,0.6873319745063782,0.07540209591388702,1.2238330841064453,0.001336239161901176,0.0
225,0.687258780002594,0.07540124654769897,1.2236881256103516,0.0013472811551764607,0.0
226,0.6871564388275146,0.07540012151002884,1.2234854698181152,0.0013582475949078798,0.0
227,0.6871091723442078,0.07539881020784378,1.2233933210372925,0.0013691461645066738,0.0
228,0.6870324015617371,0.07539837807416916,1.2232403755187988,0.001379985362291336,0.0
229,0.6869583129882812,0.07539612054824829,1.2230966091156006,0.00139077368658036,0.0
230,0.6869053244590759,0.07539356499910355,1.2229955196380615,0.0014015194028615952,0.0
231,0.686804473400116,0.07539428025484085,1.222792148590088,0.001412230427376926,0.0
232,0.686734676361084,0.07539334148168564,1.2226542234420776,0.0014229146763682365,0.0
233,0.6866673231124878,0.07539241015911102,1.2225210666656494,0.0014338275650516152,0.0
234,0.6865963935852051,0.0753898173570633,1.2223843336105347,0.0014449432492256165,0.0
235,0.6865296959877014,0.07538961619138718,1.222251057624817,0.0014562399592250586,0.0
236,0.6864744424819946,0.07538773864507675,1.2221441268920898,0.001467700581997633,0.0
237,0.6863889694213867,0.07538654655218124,1.221975326538086,0.0014790938002988696,0.0
238,0.6863220930099487,0.07538502663373947,1.2218443155288696,0.0014906490687280893,0.0
239,0.6862448453903198,0.07538392394781113,1.2216918468475342,0.0015021368162706494,0.0
240,0.686173141002655,0.07538360357284546,1.2215487957000732,0.0015135641442611814,0.0
241,0.6861040592193604,0.07538153976202011,1.221414566040039,0.0015249400166794658,0.0
242,0.6860254406929016,0.07537994533777237,1.2212601900100708,0.0015362725825980306,0.0
243,0.6859531402587891,0.07538006454706192,1.2211151123046875,0.0015475692925974727,0.0
244,0.6859029531478882,0.07537982612848282,1.2210149765014648,0.0015588380629196763,0.0
245,0.685818612575531,0.07537835836410522,1.2208491563796997,0.0015703277895227075,0.0
246,0.685764491558075,0.07537698745727539,1.2207434177398682,0.0015820111148059368,0.0
247,0.6856757402420044,0.07537616789340973,1.2205673456192017,0.001593869412317872,0.0
248,0.6855888962745667,0.07537461072206497,1.2203965187072754,0.0016058855690062046,0.0
249,0.6855385899543762,0.07537364214658737,1.2202975749969482,0.0016180428210645914,0.0
250,0.6854551434516907,0.0753721296787262,1.2201335430145264,0.0016301281284540892,0.0
251,0.6853863000869751,0.07537141442298889,1.2199968099594116,0.001642148126848042,0.0
252,0.6853060722351074,0.07536953687667847,1.2198399305343628,0.0016543257515877485,0.0
253,0.6852384805679321,0.07536952197551727,1.219704508781433,0.0016666461015120149,0.0
254,0.6851496696472168,0.07536783069372177,1.2195301055908203,0.0016788948560133576,0.0
255,0.6851105093955994,0.07536707073450089,1.219452977180481,0.001691288547590375,0.0
256,0.6850094199180603,0.07536578178405762,1.2192531824111938,0.0017036113422363997,0.0
257,0.6849120855331421,0.07536470144987106,1.2190604209899902,0.0017158682458102703,0.0
258,0.684903085231781,0.07536320388317108,1.2190451622009277,0.0017282824264839292,0.0
259,0.6847948431968689,0.07536323368549347,1.2188284397125244,0.0017406331608071923,0.0
260,0.6847374439239502,0.07536071538925171,1.218718409538269,0.0017529260367155075,0.0
261,0.6846707463264465,0.07535965740680695,1.2185869216918945,0.0017651690868660808,0.0
262,0.6845754384994507,0.07535817474126816,1.2183990478515625,0.0017773699946701527,0.0
263,0.6844906806945801,0.0753576010465622,1.2182303667068481,0.0017897657817229629,0.0
264,0.6844407916069031,0.0753568559885025,1.2181318998336792,0.0018023346783593297,0.0
265,0.6843417286872864,0.07535471022129059,1.2179378271102905,0.0018148479284718633,0.0
266,0.6841819882392883,0.075353242456913,1.217620849609375,0.001827529980801046,0.0
267,0.6841686367988586,0.0753529965877533,1.2175945043563843,0.0018401535926386714,0.0
268,0.6840332746505737,0.0753517597913742,1.2173259258270264,0.001852946705184877,0.0
269,0.6839974522590637,0.07534965127706528,1.217258334159851,0.0018656800966709852,0.0
270,0.6839024424552917,0.0753491073846817,1.217069149017334,0.0018785780994221568,0.0
271,0.6838508248329163,0.07534816116094589,1.2169675827026367,0.0018914153333753347,0.0
272,0.6837747693061829,0.07534727454185486,1.2168169021606445,0.001904199831187725,0.0
273,0.6837083101272583,0.07534655928611755,1.216685175895691,0.001917159534059465,0.0
274,0.6836405992507935,0.07534460723400116,1.2165533304214478,0.0019300638232380152,0.0
275,0.6835697889328003,0.07534390687942505,1.216412901878357,0.0019431393593549728,0.0
276,0.6835333108901978,0.0753428041934967,1.2163418531417847,0.001956158084794879,0.0
277,0.6834380030632019,0.07534048706293106,1.2161556482315063,0.0019691274501383305,0.0
278,0.6833704710006714,0.07533997297286987,1.2160212993621826,0.0019820553716272116,0.0
279,0.6833264231681824,0.07533788681030273,1.2159371376037598,0.0019949337001889944,0.0
280,0.683232307434082,0.07533801347017288,1.2157484292984009,0.002007880946621299,0.0
281,0.6831863522529602,0.07533669471740723,1.2156589031219482,0.0020208542700856924,0.0
282,0.6831080317497253,0.07533499598503113,1.2155054807662964,0.0020337081514298916,0.0
283,0.6830639243125916,0.07533523440361023,1.215416431427002,0.0020465808920562267,0.0
284,0.6829705834388733,0.07533303648233414,1.2152338027954102,0.002059462247416377,0.0
285,0.6828970909118652,0.07533258199691772,1.2150875329971313,0.002072348026558757,0.0
286,0.6828629970550537,0.07533155381679535,1.2150211334228516,0.0020852352026849985,0.0
287,0.6828031539916992,0.07533054798841476,1.2149032354354858,0.00209812237881124,0.0
288,0.6827380657196045,0.07532940804958344,1.2147750854492188,0.002110907342284918,0.0
289,0.6826459169387817,0.07533077895641327,1.2145878076553345,0.002123598475009203,0.0
290,0.6825819611549377,0.07532767206430435,1.214465856552124,0.002136204158887267,0.0
291,0.6825127005577087,0.07532733678817749,1.2143276929855347,0.0021488559432327747,0.0
292,0.6824489831924438,0.0753258541226387,1.2142030000686646,0.002161430660635233,0.0
293,0.6824039816856384,0.07532456517219543,1.2141152620315552,0.00217402633279562,0.0
294,0.6823144555091858,0.07532516121864319,1.2139348983764648,0.002186552621424198,0.0
295,0.6822289228439331,0.07532364130020142,1.2137665748596191,0.002199255395680666,0.0
296,0.6821873784065247,0.07532316446304321,1.2136842012405396,0.002211960731074214,0.0
297,0.6821247935295105,0.07532171905040741,1.2135616540908813,0.0022246649023145437,0.0
298,0.6820641160011292,0.07532011717557907,1.2134432792663574,0.002237529493868351,0.0
299,0.6820077300071716,0.0753200501203537,1.2133302688598633,0.0022503789514303207,0.0
300,0.6819142699241638,0.07531898468732834,1.2131452560424805,0.002263213973492384,0.0
301,0.6818709373474121,0.07531771063804626,1.2130608558654785,0.0022762040607631207,0.0
302,0.6817992329597473,0.07531695812940598,1.212918758392334,0.002289333613589406,0.0
303,0.6817373037338257,0.0753151923418045,1.2127982378005981,0.00230252998881042,0.0
304,0.6816802620887756,0.07531418651342392,1.2126858234405518,0.0023157764226198196,0.0
305,0.6815926432609558,0.07531390339136124,1.2125108242034912,0.0023290624376386404,0.0
306,0.681550145149231,0.07531274855136871,1.2124279737472534,0.0023422655649483204,0.0
307,0.6814706325531006,0.07531092315912247,1.2122722864151,0.0023555117659270763,0.0
308,0.6814218163490295,0.07531038671731949,1.2121754884719849,0.002368793124333024,0.0
309,0.6813146471977234,0.07531008869409561,1.2119613885879517,0.0023821040522307158,0.0
310,0.6812413930892944,0.07530779391527176,1.2118192911148071,0.0023954049684107304,0.0
311,0.6811906695365906,0.07530694454908371,1.211719274520874,0.002408630447462201,0.0
312,0.6811538934707642,0.07530638575553894,1.2116466760635376,0.0024217863101512194,0.0
313,0.6810543537139893,0.07530643790960312,1.2114471197128296,0.0024349414743483067,0.0
314,0.6809861660003662,0.0753038078546524,1.2113157510757446,0.002448093146085739,0.0
315,0.6809022426605225,0.0753040686249733,1.2111470699310303,0.0024611898697912693,0.0
316,0.6808345913887024,0.07530289888381958,1.211013913154602,0.0024743760004639626,0.0
317,0.6807895302772522,0.0753021314740181,1.2109251022338867,0.002487563295289874,0.0
318,0.6807206869125366,0.07530169934034348,1.2107878923416138,0.0025008355733007193,0.0
319,0.680672287940979,0.07530054450035095,1.2106932401657104,0.002514249412342906,0.0
320,0.6805843114852905,0.07529830187559128,1.2105214595794678,0.0025277903769165277,0.0
321,0.6805137395858765,0.07529803365468979,1.2103806734085083,0.0025413839612156153,0.0
322,0.6804526448249817,0.07529615610837936,1.2102618217468262,0.0025550881400704384,0.0
323,0.6804082989692688,0.07529551535844803,1.2101742029190063,0.0025688298046588898,0.0
324,0.6803428530693054,0.07529501616954803,1.210044026374817,0.0025826033670455217,0.0
325,0.6802880167961121,0.07529270648956299,1.209938645362854,0.0025964032392948866,0.0
