index,eigenvalue
165,0.0029228191614910754
166,0.002931228852037751
167,0.0029398771511894867
168,0.0029485544962129335
169,0.002957469921399015
170,0.0029664136689501385
171,0.002975595720902445
172,0.0029848056600016467
173,0.002994254736412915
174,0.003003731494233198
175,0.0030134487302516787
176,0.003023193630446182
177,0.0030331807852896553
178,0.0030431957461596573
179,0.0030534551205177443
180,0.0030637425802191635
181,0.003074276954971579
182,0.0030848398157078643
183,0.003095652405902895
184,0.0031064939918399887
185,0.0031175884118647685
186,0.00312871243720789
187,0.0031400926743649477
188,0.003151503219131335
189,0.003163173613675565
190,0.003174875105436025
191,0.0031868403356836057
192,0.0031988375359831922
193,0.003211102607445652
194,0.0032234006020046275
195,0.0032359708397865514
196,0.0032485750317768547
197,0.003261456075704752
198,0.0032743721815724973
199,0.003287569983572607
200,0.0033008040310365193
201,0.003314324854465084
202,0.0033278831823496534
203,0.0033417336030115434
204,0.003355622862706624
205,0.0033698097713503942
206,0.003384036929708325
207,0.003398567535862179
208,0.003413139879388515
209,0.0034280217164163987
210,0.0034429468566411084
211,0.003458187787929287
212,0.003473473667874468
213,0.003489081894062892
214,0.003504736795784624
215,0.003520720863010585
216,0.0035367534160867914
217,0.0035531222252147636
218,0.0035695414162433534
219,0.003586304233029691
220,0.003603119416032141
221,0.003620285882246664
222,0.003637506790037279
223,0.0036550869354878388
224,0.003672723691963034
225,0.003690727947507051
226,0.0037087910808736558
227,0.0037272302923380602
228,0.003745730749312612
229,0.0037646161924151382
230,0.003783565353375301
231,0.0038029087496284503
232,0.003822318444799539
233,0.0038421319784558553
234,0.003862014505110581
235,0.0038823108411403682
236,0.0039026789818861277
237,0.003923471285103154
238,0.0039443383272606
239,0.0039656402825781365
240,0.003987020038756043
241,0.004008845872638382
242,0.004030752702520556
243,0.0040531172057155845
244,0.0040755660391124625
245,0.004098484590709054
246,0.004121490951961773
247,0.004144979544834035
248,0.004168559578631632
249,0.00419263484635963
250,0.004216805345066176
251,0.004241484590416109
252,0.0042662630229339076
253,0.0042915642479733635
254,0.004316968790318478
255,0.00434291072826888
256,0.004368960295877517
257,0.004395562444814431
258,0.004422276726741389
259,0.00444955938524337
260,0.004476958880317629
261,0.004504943185200346
262,0.00453304924031713
263,0.0045617572065478566
264,0.004590592057182489
265,0.004620046620162251
266,0.004649633433262425
267,0.004679858493583972
268,0.004710221413011226
269,0.00474124188387946
270,0.00477240607853464
271,0.004804247936022172
272,0.004836239650854301
273,0.004868929987168001
274,0.004901776597258423
275,0.004935343677232128
276,0.004969073745150452
277,0.005003547066173816
278,0.005038190402837801
279,0.005073600758474752
280,0.005109188487748489
281,0.005145568035267882
282,0.005182132662577605
283,0.005219514994710735
284,0.00525709047991079
285,0.005295510701125118
286,0.005334132535994479
287,0.005373627343560941
288,0.005413332634193581
289,0.005453940404464189
290,0.005494767958938619
291,0.0055365288391687455
292,0.005578519260879203
293,0.005621475267022786
294,0.0056646710540928175
295,0.005708866174996149
296,0.005753311826208012
297,0.005798792134709628
298,0.005844534262491596
299,0.005891348033920746
300,0.005938435484858193
301,0.005986633323532218
302,0.006035117307043973
303,0.0060847522813638755
304,0.0061346865071342125
305,0.006185814293946098
306,0.006237255118828213
307,0.00628993415779978
308,0.006342940742933336
309,0.0063972324017303505
310,0.006451866880668769
311,0.006507835631820884
312,0.0065641632905871225
313,0.006621876900955037
314,0.006679966370997903
315,0.00673949610493216
316,0.006799419570018232
317,0.006860840407311491
318,0.006922673825547418
319,0.0069860646954279714
320,0.007049888037678181
321,0.007115332070219213
322,0.0071812295763079535
323,0.007248814372738109
324,0.007316874826977278
325,0.007386692750543763
326,0.007457009778250482
327,0.007529158267412481
328,0.007601830654304139
329,0.007676412560270932
330,0.007751544596721498
331,0.007828668547498491
332,0.007906370399926822
333,0.007986151193287312
334,0.008066539305137305
335,0.008149098333138172
336,0.008232295858200804
337,0.008317761566244627
338,0.008403898837256915
339,0.008492407220874208
340,0.008581622256818059
341,0.00867331739977401
342,0.008765756455525268
343,0.008860791113252905
344,0.008956609275624043
345,0.009055145508391885
346,0.009154507343164198
347,0.00925671720382285
348,0.009359797458790203
349,0.009465863740648532
350,0.009572848110272023
351,0.009682965161065786
352,0.00979405111900621
353,0.00990842572782995
354,0.0100238234342993
355,0.010142675798982445
356,0.010262609090735734
357,0.010386173874176978
358,0.010510881345838876
359,0.010639408830724997
360,0.010769145017194644
361,0.010902902369736126
362,0.011037939040665542
363,0.011177211695273553
364,0.011317839273846273
365,0.011462932452162186
366,0.011609461572081621
367,0.011760701951433227
368,0.011913465167662311
369,0.012071202716052505
370,0.012230556386932052
371,0.012395166383755462
372,0.012561492744412884
373,0.012733378008735738
374,0.012907087458317971
375,0.01308668080946385
376,0.013268214437727613
377,0.013455981416246588
378,0.013645813798668579
379,0.013842255679608836
380,0.014040897974039616
381,0.014246555109098823
382,0.014454558491737914
383,0.014670014021832706
384,0.014887973505734118
385,0.01511385749171567
386,0.015342416177216437
387,0.015579410203458766
388,0.015819264017322334
389,0.016068106331028387
390,0.016320009319587218
391,0.016581500578298082
392,0.01684627082983013
393,0.01712128054075551
394,0.01739980682412159
395,0.017689280572227694
396,0.017982529792410343
397,0.018287497369491885
398,0.01859652295705181
399,0.018918107522648987
400,0.01924405889315595
401,0.019583487319595368
402,0.01992762056196487
403,0.02028623514180611
404,0.02064992512133535
405,0.021029196846218928
406,0.02141395094049518
407,0.021815494597127567
408,0.022222968321496513
409,0.022648559694593805
410,0.02308057452017796
411,0.023532170045298655
412,0.023990733768344836
413,0.024470493041617403
414,0.024957823130403883
415,0.025468134759782882
416,0.025986685187013275
417,0.02653019656430453
418,0.027082688732658945
419,0.027662340420870676
420,0.02825179891112294
421,0.028870864483314808
422,0.02950065850399687
423,0.030162790844222825
424,0.030836682446205337
425,0.03154596773883006
426,0.032268168086669505
427,0.03302918898842086
428,0.03380442426460066
429,0.034622334088769594
430,0.035455922962416134
431,0.036336533124967235
432,0.03723447816367258
433,0.03818436167157842
434,0.03915345763965376
435,0.040180072075320636
436,0.041228034779790146
437,0.04233986909486473
438,0.043475489358274805
439,0.044682239894309486
440,0.04591556841427569
441,0.047228350994894364
442,0.0485709213791915
443,0.050002528176070704
444,0.051467627435844876
445,0.05303283974591823
446,0.05463583814802503
447,0.0563518094358456
448,0.05811056508071552
449,0.059997292922957246
450,0.061932651038789144
451,0.06401356235881711
452,0.06614997552636898
453,0.06845265730067343
454,0.07081896127582618
455,0.07337607955572609
456,0.0760064709511119
457,0.07885693578037278
458,0.08179221393449704
459,0.08498266833573859
460,0.08827182621334509
461,0.09185856652969565
462,0.09556084742615689
463,0.09961232398435335
464,0.10379990666501218
465,0.10840001420799347
466,0.11316155589127289
467,0.11841401228229345
468,0.12385937756763307
469,0.12989362247703135
470,0.1361602745425165
471,0.14313952253179285
472,0.15040127946523535
473,0.15853367615476954
474,0.1670128881807461
475,0.17656721551190785
476,0.18655198023057817
477,0.19788016175232223
478,0.20974910823798432
479,0.22331910094906457
480,0.23757779925282685
481,0.25402273689186916
482,0.2713584103367608
483,0.29155187189209597
484,0.31291773718173055
485,0.33809231892021735
486,0.36484142261002206
487,0.3967816406180377
488,0.4308864230549433
489,0.4722544542779166
490,0.5166811270100049
491,0.571591397270968
492,0.6309679383812922
493,0.7060546333800134
494,0.7879291914596677
495,0.894458201217559
496,1.0118324445879194
497,1.170218353034559
498,1.3470919329264461
499,1.5975725600812047
500,1.8824849674620392
501,2.313946990798751
502,2.818557477923548
503,3.662659752710042
504,4.701793681499243
505,6.745157350872598
506,9.654327047707529
507,16.490198521192426
508,70.10150853731247
509,226.7272306425569
510,253.29665545900406
511,381.0166882176553
